,0
1607,RESI
1608,REV.AX
1609,REXI
1610,REXN
1611,REXX
1612,RFG.AX
1613,RFI
1614,RFN.AX
1615,RFP
1616,RGC
1617,RGM.L
1618,RGNP
1619,RGNPD
1620,RGSE
1621,RGT
1622,RHT
1623,RIB.PA
1624,RIBTW
1625,RICE
1626,RICE-UN
1627,RICK
1628,RICOAUTO.NS
1629,RIDEW
1630,RIFS.L
1631,RIGD.L
1632,RIGP
1633,RILYZ
1634,RIT.TO
1635,RIV
1636,RIVR
1637,RJD
1638,RJET
1639,RKET.DE
1640,RKMD.L
1641,RKUS
1642,RLD
1643,RLD.L
1644,RLJE
1645,RLOC
1646,RLOG
1647,RLYP
1648,RMB.DE
1649,RMDM
1650,RMDZ.L
1651,RME.TO
1652,RMG
1653,RMG+
1654,RMG-WT
1655,RMGBU
1656,RMGN
1657,RMI
1658,RMM
1659,RMMC.L
1660,RMP
1661,RMRI
1662,RNF
1663,RNVAW
1664,RNWKD
1665,ROCHU
1666,ROICW
1667,ROKA
1668,ROOT
1669,ROSE
1670,ROSE.L
1671,ROSN.L
1672,ROT
1673,ROVI
1674,ROX
1675,ROYT
1676,RPAYW
1677,RPLA-WT
1678,RPRXW
1679,RPRXZ
1680,RPT-PD
1681,RPTP
1682,RPXC
1683,RRE.L
1684,RRMS
1685,RSE
1686,RSO
1687,RSO.DE
1688,RSPP
1689,RSSV
1690,RST
1691,RSTI
1692,RSYS
1693,RT
1694,RTEC
1695,RTIX
1696,RTN
1697,RTNINFRA.NS
1698,RTP-WT
1699,RTRX
1700,RTTR
1701,RTW
1702,RUBI
1703,RVLT
1704,RVRA
1705,RWGE
1706,RYCE
1707,RYD.AX
1708,RYN-W
1709,RZB
1710,RZLTD
1711,S
1712,S&SPOWER.NS
1713,SAAS
1714,SAB.BR
1715,SADDP
1716,SAEX
1717,SAF
1718,SAFE.L
1719,SAFM
1720,SAFO
1721,SAIIU
1722,SAJA
1723,SALE
1724,SALMON.OL
1725,SALT
1726,SAM.AX
1727,SAMA
1728,SAMAU
1729,SAMAW
1730,SAN-PB
1731,SANMD
1732,SANWZ
1733,SAQ
1734,SAQN
1735,SAQNU
1736,SAQNW
1737,SAR.AX
1738,SASKEN.NS
1739,SASR
1740,SAUC
1741,SBBX
1742,SBCP
1743,SBE
1744,SBE-UN
1745,SBE-WT
1746,SBER.L
1747,SBFGP
1748,SBG
1749,SBI.L
1750,SBID.L
1751,SBLK.OL
